Gross,Net,Conventional Accounting,Economic Sector,Sector,Category,Sub-Category 1,Sub-Category 2,Sub-Category 3,Year,Gas,MT CO2e AR5 20 yr,MT CO2e AR4 100 yr
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Natural Gas,2002,CH4,8093,2409
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Natural Gas,2002,CO2,4844985,4844985
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Natural Gas,2002,N2O,2544,2871
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Natural Gas,2003,CH4,7312,2176
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Natural Gas,2003,CO2,4374627,4374627
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Natural Gas,2003,N2O,2298,2594
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Natural Gas,2004,N2O,2182,2463
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Natural Gas,2005,CH4,7158,2130
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Natural Gas,2005,CO2,4282150,4282150
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Natural Gas,2005,N2O,2250,2539
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Natural Gas,2006,CH4,6892,2051
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Natural Gas,2006,CO2,4123010,4123010
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Natural Gas,2006,N2O,2166,2445
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Natural Gas,2007,CH4,6852,2039
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Natural Gas,2007,CO2,4099424,4099424
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Natural Gas,2007,N2O,2154,2431
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Natural Gas,2008,CO2,4220591,4220591
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Natural Gas,2008,N2O,2217,2503
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Natural Gas,2009,CH4,6378,1898
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Natural Gas,2010,CH4,6642,1977
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Natural Gas,2010,CO2,3978981,3978981
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Natural Gas,2010,N2O,2087,2356
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Natural Gas,2011,CO2,3973348,3973348
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Natural Gas,2012,CO2,3939490,3939490
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Natural Gas,2012,N2O,2068,2334
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Natural Gas,2013,CH4,7093,2111
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Natural Gas,2013,CO2,4243191,4243191
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Natural Gas,2014,CH4,7472,2224
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Natural Gas,2014,CO2,4467162,4467162
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Natural Gas,2014,N2O,2348,2651
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Natural Gas,2015,CH4,7277,2166
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Natural Gas,2015,CO2,4344460,4344460
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Natural Gas,2015,N2O,2287,2582
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Natural Gas,2016,CO2,4189198,4189198
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Natural Gas,2016,N2O,2205,2489
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Natural Gas,2017,CH4,7128,2121
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Natural Gas,2017,CO2,4255310,4255310
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Natural Gas,2017,N2O,2240,2529
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Natural Gas,2018,N2O,2458,2775
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Natural Gas,2019,N2O,2433,2747
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Natural Gas,2020,CH4,7415,2207
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Natural Gas,2020,CO2,4426726,4426726
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,1990,CH4,3467,1032
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,1990,CO2,1331638,1331638
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,1991,CH4,3292,980
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,1991,CO2,1264474,1264474
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,1991,N2O,2069,2336
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,1992,CH4,4382,1304
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,1992,CO2,1683138,1683138
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,1993,CO2,988232,988232
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,1993,N2O,1617,1826
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,1994,CH4,2414,719
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,1994,N2O,1518,1713
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,1995,CH4,2313,688
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,1995,N2O,1454,1641
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,1996,CH4,2769,824
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,1996,N2O,1741,1965
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,1997,CH4,2005,597
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,1997,CO2,769960,769960
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,1997,N2O,1260,1422
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,1998,CH4,3917,1166
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,1998,CO2,1504505,1504505
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,1998,N2O,2462,2779
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,1999,CH4,5016,1493
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,1999,CO2,1926582,1926582
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,1999,N2O,3153,3559
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,2000,CH4,3890,1158
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,2000,CO2,1493958,1493958
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,2000,N2O,2445,2760
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,2001,CH4,6686,1990
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,2001,CO2,2567828,2567828
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,2002,CO2,2349427,2349427
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,2002,N2O,3845,4340
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,2003,CH4,5344,1590
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,2003,CO2,2052471,2052471
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,2004,CH4,5971,1777
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,2004,CO2,2293224,2293224
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,2004,N2O,3753,4236
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,2005,CO2,2740783,2740783
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,2006,N2O,4629,5225
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,2007,CO2,2543215,2543215
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,2007,N2O,4162,4698
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,2008,CH4,6863,2043
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,2008,CO2,2636059,2636059
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,2008,N2O,4314,4870
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,2009,CH4,5907,1758
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,2009,N2O,3713,4191
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,2010,CH4,2607,776
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,2010,CO2,1001152,1001152
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,2010,N2O,1638,1849
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,2011,CH4,3094,921
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,2011,CO2,1188434,1188434
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,2011,N2O,1945,2195
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,2012,CO2,1564938,1564938
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,2012,N2O,2561,2891
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,2013,CO2,819180,819180
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,2013,N2O,1341,1513
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,2014,CH4,1444,430
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,2014,N2O,908,1025
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,2015,CH4,2279,678
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,2015,N2O,1433,1617
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,2016,CH4,3194,951
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,2016,CO2,1226728,1226728
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,2016,N2O,2008,2266
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,2017,CO2,856963,856963
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,2017,N2O,1402,1583
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,2018,CO2,958059,958059
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,2018,N2O,1568,1770
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,2019,CH4,2138,636
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,2019,CO2,821324,821324
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,2020,CH4,1279,381
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,2020,CO2,491079,491079
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Residual Fuel,1990,CH4,7830,2330
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Residual Fuel,1990,N2O,4922,5556
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Residual Fuel,1991,CO2,1118515,1118515
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Residual Fuel,1991,N2O,2489,2810
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Residual Fuel,1992,CH4,5115,1522
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Residual Fuel,1992,CO2,1444796,1444796
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Residual Fuel,1992,N2O,3215,3630
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Residual Fuel,1993,CH4,6451,1920
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Residual Fuel,1993,CO2,1822140,1822140
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Residual Fuel,1993,N2O,4055,4577
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Residual Fuel,1994,CH4,5282,1572
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Residual Fuel,1994,N2O,3320,3747
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Residual Fuel,1995,CO2,939343,939343
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Residual Fuel,1995,N2O,2091,2360
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Residual Fuel,1996,CH4,4105,1222
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Residual Fuel,1996,CO2,1159516,1159516
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Residual Fuel,1996,N2O,2581,2913
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Residual Fuel,1997,CH4,3284,977
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Residual Fuel,1998,CH4,3122,929
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Residual Fuel,1998,CO2,881896,881896
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Residual Fuel,1998,N2O,1963,2215
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Residual Fuel,1999,CH4,2713,807
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Residual Fuel,1999,CO2,766252,766252
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Residual Fuel,1999,N2O,1705,1925
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Residual Fuel,2000,CH4,3352,998
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Residual Fuel,2000,N2O,2107,2378
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Residual Fuel,2001,CH4,2581,768
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Residual Fuel,2001,CO2,728856,728856
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Residual Fuel,2001,N2O,1622,1831
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Residual Fuel,2002,CH4,2277,678
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Residual Fuel,2002,CO2,643099,643099
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Residual Fuel,2002,N2O,1431,1616
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Residual Fuel,2003,CO2,747704,747704
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Residual Fuel,2004,CH4,2478,738
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Residual Fuel,2005,CO2,631084,631084
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Residual Fuel,2005,N2O,1404,1585
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Residual Fuel,2007,CH4,2442,727
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Residual Fuel,2007,CO2,689807,689807
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Residual Fuel,2007,N2O,1535,1733
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Residual Fuel,2008,CO2,588882,588882
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Residual Fuel,2009,CH4,810,241
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Residual Fuel,2009,CO2,228884,228884
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Residual Fuel,2010,CO2,242852,242852
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Residual Fuel,2010,N2O,540,610
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Residual Fuel,2011,N2O,1307,1475
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Residual Fuel,2012,N2O,607,686
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Residual Fuel,2013,CO2,335817,335817
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Residual Fuel,2013,N2O,747,844
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Residual Fuel,2014,CH4,922,274
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Residual Fuel,2015,CH4,720,214
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Residual Fuel,2015,CO2,203428,203428
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Residual Fuel,2015,N2O,453,511
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Residual Fuel,2016,CO2,215593,215593
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Residual Fuel,2018,CH4,678,202
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Residual Fuel,2018,CO2,191488,191488
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Residual Fuel,2018,N2O,426,481
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Residual Fuel,2019,CH4,602,179
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Residual Fuel,2019,N2O,378,427
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Residual Fuel,2020,CH4,325,97
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Residual Fuel,2020,CO2,91689,91689
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Residual Fuel,2020,N2O,204,230
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,1990,CH4,49,14
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,1990,N2O,30,34
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,1991,CH4,29,9
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,1991,CO2,7790,7790
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,1992,CH4,30,9
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,1992,N2O,19,21
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,1993,CH4,36,11
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,1993,N2O,23,26
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,1994,CH4,22,6
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,1994,CO2,5942,5942
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,1995,CH4,17,5
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,1995,CO2,4626,4626
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,1995,N2O,11,12
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,1996,N2O,6,7
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,1997,CO2,3006,3006
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,1997,N2O,7,8
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,1998,CH4,11,3
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,1998,CO2,2912,2912
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,1998,N2O,7,8
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,1999,CH4,13,4
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,1999,CO2,3629,3629
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,1999,N2O,8,9
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,2000,CH4,9,3
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,2000,N2O,6,7
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,2001,N2O,2,2
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,2002,CO2,4515,4515
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,2002,N2O,10,12
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,2003,CH4,27,8
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,2004,CH4,22,6
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,2004,CO2,5897,5897
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,2005,N2O,6,7
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,2006,CH4,6,2
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,2006,N2O,4,4
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,2007,CH4,14,4
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,2007,N2O,9,10
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,2008,CH4,9,3
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,2008,CO2,2411,2411
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,2009,CO2,2730,2730
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,2010,CH4,4,1
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,2010,N2O,3,3
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,2011,CH4,4,1
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,2011,CO2,1126,1126
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,2011,N2O,3,3
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,2012,CO2,954,954
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,2013,CO2,6499,6499
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,2013,N2O,15,17
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,2014,N2O,7,8
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,2015,CH4,15,4
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,2015,CO2,4088,4088
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,2016,CH4,32,9
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,2016,CO2,8623,8623
